ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_km,Prep_time_min,Order_hour,Order_period,Order_dayofweek,Is_weekend
0x3d50,MUMRES010DEL03,36.0,4.9,19.003517,72.82765,19.093517,72.91765,2022-03-16,17:55,18:10,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,22,13.77076958377127,15.0,17,Evening,2,0
0x152b,SURRES20DEL01,38.0,5.0,21.15276,72.778059,21.16276,72.788059,2022-03-21,09:30,09:35,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,27,1.520455689583788,5.0,9,Morning,0,0
0x6b05,SURRES03DEL01,21.0,4.6,21.186884,72.793616,21.226884,72.833616,2022-04-01,12:40,12:55,Windy,High,1,Drinks,scooter,1.0,No,Urban,13,6.080882967594328,15.0,12,Afternoon,4,0
0x8b26,HYDRES01DEL02,33.0,4.0,17.410371,78.437225,17.490371,78.517225,2022-03-29,20:15,20:25,Fog,Jam,2,Buffet,scooter,0.0,No,Urban,49,12.294187491090893,10.0,20,Night,1,0
0xbc41,RANCHIRES15DEL02,26.0,4.7,23.369746,85.33982,23.419746,85.38982,2022-03-01,17:35,17:40,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,11,7.54640142147466,5.0,17,Evening,1,0
0x6d9,MUMRES02DEL01,21.0,4.8,19.221315,72.862381,19.231315,72.872381,2022-03-13,08:10,08:20,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,17,1.5293087736834532,10.0,8,Morning,6,1
0xb15a,CHENRES18DEL03,36.0,4.6,12.981615,80.231598,13.071615,80.321598,2022-03-25,23:40,23:45,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,27,13.971881683316301,5.0,23,Night,4,0
0x8224,JAPRES09DEL02,38.0,4.0,26.911378,75.789034,26.991378,75.869034,2022-03-16,18:20,18:25,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,34,11.916705005077658,5.0,18,Evening,2,0
0x96f2,PUNERES18DEL03,24.0,4.7,18.593481,73.785901,18.653481,73.845901,2022-03-07,23:10,23:20,Sunny,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,9.19149730046093,10.0,23,Night,0,0
0x6bdc,MUMRES12DEL02,39.0,4.1,19.207222,72.972281,19.257222,73.022281,2022-03-07,22:25,22:40,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,27,7.646414103068861,15.0,22,Night,0,0
0x63bc,CHENRES13DEL02,24.0,4.6,13.027018,80.254791,13.047018,80.274791,2022-03-11,11:55,12:05,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,3.1047992381869647,10.0,11,Afternoon,4,0
0x2d67,CHENRES16DEL01,29.0,4.9,13.049645,80.242268,13.089645,80.282268,2022-03-09,15:45,15:55,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,13,6.20919924806096,10.0,15,Evening,2,0
0x9a07,CHENRES03DEL03,28.0,4.7,13.091809,80.219104,13.151809,80.279104,2022-03-17,21:20,21:35,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,19,9.31283846749211,15.0,21,Night,3,0
0x5243,PUNERES13DEL02,24.0,4.7,18.56245,73.916619,18.64245,73.996619,2022-04-06,20:20,20:25,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,17,12.256046315965444,5.0,20,Night,2,0
0x9853,VADRES03DEL01,21.0,4.6,22.32,73.17,22.43,73.28,2022-03-10,19:50,20:05,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,43,16.6594405791231,15.0,19,Evening,3,0
0xa9e3,MUMRES01DEL03,36.0,4.6,19.12663,72.829976,19.15663,72.859976,2022-03-01,20:55,21:10,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,4.58903875102421,15.0,20,Night,1,0
0x41cb,CHENRES07DEL01,33.0,5.0,13.081878,80.248519,13.151878,80.318519,2022-03-16,22:10,22:20,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,10.865084189986677,10.0,22,Night,2,0
0xe118,GOARES12DEL01,23.0,5.0,15.516833,73.768172,15.586833,73.838172,2022-02-12,17:35,17:40,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,10.80810834240692,5.0,17,Evening,5,1
0x29a4,MYSRES02DEL02,35.0,4.9,12.304569,76.643622,12.354569,76.693622,2022-03-07,18:50,19:00,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,7.7725232004434295,10.0,18,Evening,0,0
0x4289,COIMBRES18DEL02,30.0,4.1,11.02091,76.940432,11.04091,76.960432,2022-03-30,11:00,11:05,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,23,3.116148933802629,5.0,11,Afternoon,2,0
0xb2d3,HYDRES12DEL01,32.0,4.0,17.429585,78.392621,17.469585,78.432621,2022-03-17,15:50,16:05,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,6.147106622705506,15.0,15,Evening,3,0
0xc401,LUDHRES11DEL02,25.0,4.6,30.893081,75.821495,30.943081,75.871495,2022-02-11,00:00,00:05,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,12,7.325368489857699,5.0,0,Night,4,0
0x8ff7,SURRES18DEL01,28.0,4.6,21.149834,72.778666,21.259834,72.888666,2022-03-29,19:10,19:15,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,16.72253446733555,5.0,19,Evening,1,0
0x78b9,BANGRES16DEL02,34.0,4.6,13.029198,77.570997,13.079198,77.620997,2022-03-07,17:45,17:50,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,7.761735387691425,5.0,17,Evening,0,0
0x19eb,COIMBRES11DEL02,21.0,4.6,11.001753,76.986241,11.081753,77.066241,2022-04-04,19:15,19:30,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,17,12.464369459117805,15.0,19,Evening,0,0
0xb1a7,JAPRES19DEL01,33.0,4.1,26.913726,75.75282,26.983726,75.82282,2022-03-04,19:10,19:15,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,42,10.427225702895106,5.0,19,Evening,4,0
0x2d33,JAPRES15DEL02,39.0,5.0,26.891191,75.802083,26.911191,75.822083,2022-03-07,11:40,11:55,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,33,2.979763497462109,15.0,11,Afternoon,0,0
0x549e,JAPRES03DEL02,28.0,4.1,26.913483,75.803139,26.933483,75.823139,2022-03-30,09:25,09:30,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,2.979502850576494,5.0,9,Morning,2,0
0xbbad,CHENRES03DEL03,34.0,4.6,13.091809,80.219104,13.181809,80.309104,2022-03-18,21:20,21:25,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,13.968842021961057,5.0,21,Night,4,0
0xcb82,AGRRES07DEL01,31.0,3.7,27.160934,78.044095,27.230934,78.114095,2022-02-12,20:55,21:05,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,10.417061581463948,10.0,20,Night,5,1
0x2c7a,JAPRES18DEL02,22.0,4.1,26.913987,75.752891,27.043987,75.882891,2022-04-06,19:20,19:30,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,19.362541804304527,10.0,19,Evening,2,0
0xb7cd,CHENRES02DEL03,34.0,4.7,13.086438,80.220672,13.146439,80.280672,2022-03-09,22:00,22:10,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,9.313017158714828,10.0,22,Night,2,0
0x5ac4,BANGRES11DEL03,25.0,4.6,12.934365,77.616155,12.964365,77.646155,2022-03-24,19:25,19:35,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,16,4.657999585570663,10.0,19,Evening,3,0
0xa455,SURRES19DEL03,22.0,5.0,21.149669,72.772629,21.209669,72.832629,2022-03-30,20:55,21:10,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,23,9.12210553959038,15.0,20,Night,2,0
0xdb7a,LUDHRES09DEL03,31.0,4.3,30.885814,75.786976,31.025814,75.926976,2022-02-16,17:40,17:55,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,45,20.507595969741473,15.0,17,Evening,2,0
0x1509,RANCHIRES15DEL02,38.0,4.9,23.369746,85.33982,23.499746,85.46982,2022-04-02,17:30,17:35,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,19.617929437389435,5.0,17,Evening,5,1
0x55d2,COIMBRES18DEL01,38.0,4.4,11.02091,76.940432,11.03091,76.950432,2022-03-21,08:10,08:25,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,1.5580874730609473,15.0,8,Morning,0,0
0xd746,ALHRES15DEL03,37.0,4.0,25.449872,81.836167,25.539872,81.926167,2022-02-18,17:55,18:10,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,34,13.48135123231739,15.0,17,Evening,4,0
0x3910,RANCHIRES11DEL03,20.0,4.7,23.359194,85.325447,23.389194,85.355447,2022-03-21,20:55,21:00,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,4.528162065607132,5.0,20,Night,0,0
0x84fa,PUNERES18DEL03,23.0,4.7,18.593481,73.785901,18.653481,73.845901,2022-03-21,19:50,20:00,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,9.19149730046093,10.0,19,Evening,0,0
0x780d,RANCHIRES15DEL02,24.0,4.6,23.369746,85.33982,23.499746,85.46982,2022-03-20,19:45,19:50,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,19.617929437389435,5.0,19,Evening,6,1
0xac43,COIMBRES19DEL02,36.0,4.9,11.022298,76.998349,11.152298,77.128349,2022-04-02,23:20,23:30,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,20.25305420828035,10.0,23,Night,5,1
0x7141,SURRES09DEL01,27.0,4.8,21.175975,72.795503,21.185975,72.805503,2022-03-11,10:10,10:25,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,1.5203447277401048,15.0,10,Morning,4,0
0x3b0a,RANCHIRES11DEL01,39.0,4.6,23.359194,85.325447,23.369194,85.335447,2022-03-15,08:55,09:10,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,17,1.509439424217718,15.0,8,Morning,1,0
0xd64b,AURGRES010DEL03,26.0,4.9,19.875337,75.316722,19.965337,75.406722,2022-02-18,17:15,17:30,Cloudy,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,40,13.735929091490455,15.0,17,Evening,4,0
0xc57a,DEHRES05DEL02,37.0,4.2,30.346994,78.062543,30.426994,78.142543,2022-02-14,19:30,19:45,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,45,11.74800430051281,15.0,19,Evening,0,0
0x8b13,MYSRES06DEL03,38.0,4.8,12.323994,76.626167,12.413994,76.716167,2022-04-04,19:15,19:25,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,37,13.98951205355768,10.0,19,Evening,0,0
0xb076,MUMRES09DEL02,39.0,4.1,18.994049,72.825203,19.014049,72.845203,2022-03-24,08:45,08:55,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,3.060557773040758,10.0,8,Morning,3,0
0xd6ad,KOCRES02DEL01,25.0,4.6,10.028047,76.310019,10.038047,76.320019,2022-02-13,08:45,08:55,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,12,1.5605560162491214,10.0,8,Morning,6,1
0x6c7,INDORES05DEL01,37.0,4.3,22.727021,75.884167,22.767021,75.924167,2022-03-09,13:00,13:10,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,36,6.050461888076144,10.0,13,Afternoon,2,0
0x5cb9,INDORES010DEL03,28.0,4.5,22.75004,75.902847,22.81004,75.962847,2022-03-01,20:40,20:50,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,9.074684164326316,10.0,20,Night,1,0
0x1e11,PUNERES08DEL02,34.0,4.9,18.53408,73.89852,18.66408,74.02852,2022-03-02,20:50,20:55,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,30,19.916260009775197,5.0,20,Night,2,0
0x284f,RANCHIRES20DEL03,29.0,4.6,23.39925,85.390464,23.45925,85.450464,2022-03-21,20:15,20:20,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,16,9.054602228168925,5.0,20,Night,0,0
0xcb59,AGRRES05DEL01,24.0,5.0,27.201725,78.007553,27.311725,78.117553,2022-02-14,20:55,21:00,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,41,16.365721535926983,5.0,20,Night,0,0
0x98cd,SURRES06DEL02,29.0,4.9,21.185047,72.80859,21.315047,72.93859,2022-03-31,19:00,19:05,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,19.76017824329294,5.0,19,Evening,3,0
0xb883,HYDRES07DEL02,20.0,4.6,17.424114,78.347554,17.474114,78.397554,2022-03-30,22:00,22:15,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,10,7.683892680377775,15.0,22,Night,2,0
0xab72,COIMBRES03DEL02,22.0,4.9,11.025083,77.015393,11.045083,77.035393,2022-03-26,10:00,10:10,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,14,3.1161272207711526,10.0,10,Morning,5,1
0x4dd7,JAPRES11DEL02,26.0,4.1,26.90294,75.793007,26.95294,75.843007,2022-03-30,20:35,20:50,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,7.448626618603313,15.0,20,Night,2,0
0xcbb0,KOCRES15DEL01,22.0,4.8,10.027364,76.308258,10.097364,76.378258,2022-02-16,18:10,18:20,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,10.923404218135415,10.0,18,Evening,2,0
0xaca6,COIMBRES20DEL01,32.0,5.0,10.994136,76.963303,11.104136,77.073303,2022-03-27,17:25,17:30,Stormy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,42,17.138295790539786,5.0,17,Evening,6,1
0xd439,ALHRES03DEL02,36.0,4.7,25.451517,81.832616,25.581517,81.962616,2022-02-14,20:40,20:45,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,37,19.47148556934433,5.0,20,Night,0,0
0x8aee,HYDRES02DEL01,32.0,4.8,17.41233,78.449654,17.45233,78.489654,2022-04-01,16:15,16:30,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,6.147383751705428,15.0,16,Evening,4,0
0x80d1,PUNERES14DEL01,28.0,4.2,18.516216,73.842527,18.586216,73.912527,2022-03-23,21:25,21:40,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Unknown,37,10.725566076623075,15.0,21,Night,2,0
0xc6ae,AURGRES03DEL02,33.0,4.5,19.874733,75.353942,20.004733,75.483942,2022-02-14,23:45,23:50,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,26,19.839642357285015,5.0,23,Night,0,0
0xb256,HYDRES09DEL01,33.0,4.7,17.431668,78.408321,17.441668,78.418321,2022-04-05,10:30,10:35,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,11,1.536828545242727,5.0,10,Morning,1,0
0x3dfd,JAPRES17DEL01,21.0,4.1,26.892312,75.806896,26.932312,75.846896,2022-03-13,14:15,14:20,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,38,5.959266895919676,5.0,14,Afternoon,6,1
0x3212,RANCHIRES07DEL03,34.0,5.0,23.359407,85.325055,23.449407,85.415055,2022-03-04,23:20,23:30,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,29,13.583068670275285,10.0,23,Night,4,0
0xae8d,VADRES010DEL01,27.0,4.8,22.310329,73.169083,22.420329,73.279083,2022-04-04,19:30,19:40,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,16.659974055073302,10.0,19,Evening,0,0
0x867e,JAPRES13DEL01,30.0,4.9,26.846156,75.8023,26.886156,75.8423,2022-03-01,15:15,15:20,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,15,5.960345509794304,5.0,15,Evening,1,0
0x70f0,MYSRES01DEL03,34.0,5.0,12.311072,76.654878,12.341072,76.684878,2022-03-15,23:15,23:25,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,20,4.663544352411129,10.0,23,Night,1,0
0x5183,HYDRES03DEL01,31.0,4.2,17.422819,78.449578,17.492819,78.519578,2022-03-02,21:40,21:50,Fog,Jam,2,Meal,motorcycle,0.0,No,Urban,40,10.757204708670502,10.0,21,Night,2,0
0xc329,KNPRES03DEL01,33.0,4.8,26.469003,80.316344,26.479003,80.326344,2022-02-13,08:15,08:20,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,27,1.492362579262321,5.0,8,Morning,6,1
0x915,PUNERES02DEL01,20.0,4.8,18.55144,73.804855,18.56144,73.814855,2022-03-13,08:25,08:40,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,1.5322015943257514,15.0,8,Morning,6,1
0xfc6,RANCHIRES05DEL01,22.0,4.5,23.355164,85.324097,23.425164,85.394097,2022-03-16,21:35,21:50,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,19,10.565128845647761,15.0,21,Night,2,0
0x2528,CHENRES04DEL03,31.0,5.0,13.02978,80.208812,13.08978,80.268812,2022-03-24,21:55,22:05,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,9.31397992220267,10.0,21,Night,3,0
0xb694,MUMRES15DEL02,35.0,5.0,19.176269,72.836721,19.226269,72.886721,2022-03-13,23:00,23:15,Fog,Low,1,Meal,scooter,0.0,No,Urban,18,7.647092834675519,15.0,23,Night,6,1
0x30fa,JAPRES14DEL01,22.0,4.8,26.88842,75.800689,26.99842,75.910689,2022-03-10,18:25,18:35,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,16.38598063528554,10.0,18,Evening,3,0
0x4d64,MUMRES09DEL01,25.0,4.7,18.994049,72.825203,19.004049,72.835203,2022-03-05,11:15,11:30,Fog,High,2,Buffet,electric_scooter,1.0,No,Urban,27,1.5303005968363894,15.0,11,Afternoon,5,1
0x7c49,SURRES14DEL01,24.0,4.9,21.157729,72.768726,21.167729,72.778726,2022-03-05,09:50,10:05,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,1.520431947999248,15.0,9,Morning,5,1
0x5bdf,SURRES02DEL03,26.0,4.4,21.186608,72.794136,21.246608,72.854136,2022-03-15,23:20,23:30,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,21,9.121044921629522,10.0,23,Night,1,0
0xa888,RANCHIRES18DEL01,35.0,4.0,23.351489,85.324253,23.461489,85.434253,2022-03-04,20:55,21:10,Cloudy,Jam,2,Meal,motorcycle,1.0,Yes,Metropolitian,41,16.601408334261674,15.0,20,Night,4,0
0x394b,SURRES13DEL02,25.0,4.7,21.170096,72.789122,21.250096,72.869122,2022-03-10,17:30,17:35,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,27,12.161642370389037,5.0,17,Evening,3,0
0x565b,MUMRES19DEL02,28.0,4.6,19.131141,72.813074,19.151141,72.833074,2022-03-15,10:35,10:40,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,3.0593634547239317,5.0,10,Morning,1,0
0x4812,MUMRES17DEL02,25.0,4.9,19.121999,72.908493,19.251999,73.038493,2022-03-14,23:10,23:25,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,14,19.883251553020397,15.0,23,Night,0,0
0x7e95,JAPRES010DEL02,38.0,4.6,26.921411,75.793604,26.971411,75.843604,2022-03-24,20:15,20:30,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,7.448086298120235,15.0,20,Night,3,0
0xaaaa,MUMRES18DEL02,33.0,3.6,19.1093,72.825451,19.2393,72.955451,2022-03-16,23:30,23:35,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,37,19.8839743283605,5.0,23,Night,2,0
0x5bad,MUMRES15DEL03,25.0,4.8,19.176269,72.836721,19.206269,72.866721,2022-04-05,19:00,19:15,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,4.5883872060778055,15.0,19,Evening,1,0
0x727f,HYDRES16DEL02,25.0,4.8,17.440827,78.393391,17.520827,78.473391,2022-03-02,20:10,20:25,Windy,Jam,2,Buffet,motorcycle,1.0,No,Urban,24,12.293207925868513,15.0,20,Night,2,0
0x5b28,MYSRES08DEL02,21.0,4.6,12.297954,76.665169,12.377954,76.745169,2022-03-16,18:45,18:50,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,34,12.43584244017328,5.0,18,Evening,2,0
0x3044,HYDRES11DEL02,33.0,4.7,17.430448,78.418213,17.450448,78.438213,2022-04-01,10:00,10:05,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,3.0736267316959007,5.0,10,Morning,4,0
0xc57b,KOLRES17DEL01,35.0,4.9,22.569358,88.433452,22.579358,88.443452,2022-02-13,10:30,10:45,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,1.5134910203793128,15.0,10,Morning,6,1
0x2c44,INDORES06DEL02,39.0,4.8,22.728163,75.884212,22.748163,75.904212,2022-03-11,09:35,09:40,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18,3.0253210909321173,5.0,9,Morning,4,0
0x9cae,BANGRES07DEL01,35.0,4.6,12.978453,77.643685,13.018453,77.683685,2022-03-21,12:55,13:00,Fog,High,2,Snack,motorcycle,1.0,No,Metropolitian,28,6.210069011405746,5.0,12,Afternoon,0,0
0x4497,VADRES06DEL02,30.0,3.9,22.31279,73.170283,22.44279,73.300283,2022-03-23,20:10,20:20,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,34,19.688246931881576,10.0,20,Night,2,0
0xc0fa,LUDHRES01DEL02,32.0,4.8,30.873988,75.842739,30.923988,75.892739,2022-02-11,17:30,17:35,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,28,7.325988185630952,5.0,17,Evening,4,0
0x600e,VADRES19DEL02,29.0,4.4,22.311844,73.165081,22.441844,73.295081,2022-03-20,19:45,19:50,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,19.688308620509062,5.0,19,Evening,6,1
0x271f,SURRES15DEL01,25.0,4.5,21.160522,72.771477,21.170522,72.781477,2022-03-07,08:45,08:55,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,1.5204186010643506,10.0,8,Morning,0,0
0x4de9,MYSRES11DEL02,35.0,4.8,12.323225,76.630028,12.373225,76.680028,2022-03-01,22:20,22:30,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,7.772252870923808,10.0,22,Night,1,0
0x8c0a,INDORES02DEL01,20.0,5.0,22.651847,75.881991,22.761847,75.991991,2022-03-08,20:20,20:35,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,26,16.641014927987907,15.0,20,Night,1,0
0x4dd3,JAPRES09DEL02,22.0,4.9,26.911378,75.789034,26.931378,75.809034,2022-03-15,10:40,10:45,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,12,2.979527470384624,5.0,10,Morning,1,0
0x429e,VADRES06DEL03,20.0,4.8,22.31279,73.170283,22.37279,73.230283,2022-03-19,20:55,21:00,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,9.087937068015972,5.0,20,Night,5,1
0xa4b5,BANGRES16DEL03,29.0,4.3,13.029198,77.570997,13.119198,77.660997,2022-03-12,18:20,18:30,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,31,13.970572124439776,10.0,18,Evening,5,1
0x1a78,RANCHIRES09DEL03,28.0,4.7,23.351058,85.325731,23.381058,85.355731,2022-03-15,19:50,20:05,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,4.528289130580048,15.0,19,Evening,1,0
0x8a6f,JAPRES14DEL02,36.0,4.8,26.88842,75.800689,26.93842,75.850689,2022-03-01,22:30,22:35,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,7.449051156906713,5.0,22,Night,1,0
0x9ae7,COIMBRES03DEL03,37.0,5.0,11.025083,77.015393,11.085083,77.075393,2022-03-13,22:20,22:25,Sunny,Low,2,Snack,motorcycle,0.0,No,Urban,16,9.348068923522018,5.0,22,Night,6,1
0x1c90,PUNERES13DEL03,30.0,4.6,18.56245,73.916619,18.62245,73.976619,2022-03-26,17:35,17:50,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,17,9.192290417405088,15.0,17,Evening,5,1
0x10a5,MUMRES02DEL02,33.0,4.6,19.221315,72.862381,19.241315,72.882381,2022-04-05,11:00,11:05,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,3.0585736588579726,5.0,11,Afternoon,1,0
0x5a70,INDORES11DEL02,38.0,4.8,22.751234,75.88949,22.881234,76.01949,2022-03-27,21:45,21:50,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16,19.659414837288296,5.0,21,Night,6,1
0x864e,HYDRES18DEL02,36.0,5.0,17.450851,78.379347,17.500851,78.429347,2022-03-26,17:40,17:45,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,30,7.683355299930933,5.0,17,Evening,5,1
0x8c3e,MUMRES09DEL03,20.0,4.4,18.994049,72.825203,19.084049,72.915203,2022-03-04,20:45,20:50,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,42,13.771140253368426,5.0,20,Night,4,0
0x6b8b,HYDRES08DEL01,20.0,4.7,17.438263,78.397865,17.548263,78.507865,2022-03-27,23:00,23:15,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Urban,11,16.902609492881677,15.0,23,Night,6,1
0xcbab,BHPRES11DEL01,20.0,5.0,23.233219,77.433571,23.343219,77.543571,2022-02-16,22:30,22:35,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,16,16.608175423267646,5.0,22,Night,2,0
0x8963,BANGRES04DEL01,36.0,4.6,12.98041,77.640489,13.05041,77.710489,2022-03-08,21:35,21:40,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,10.867258681532135,5.0,21,Night,1,0
0xaf97,JAPRES18DEL02,37.0,4.6,26.913987,75.752891,27.043987,75.882891,2022-03-18,22:30,22:35,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Urban,19,19.362541804304527,5.0,22,Night,4,0
0xd684,LUDHRES18DEL02,22.0,4.8,30.890184,75.829615,30.970184,75.909615,2022-02-14,22:30,22:40,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,11.719960263754546,10.0,22,Night,0,0
0xcd68,KOLRES010DEL02,21.0,4.9,22.538999,88.322337,22.558999,88.342337,2022-02-15,08:40,08:50,Fog,Low,2,Snack,motorcycle,1.0,No,Urban,14,3.0272382437837266,10.0,8,Morning,1,0
0x1b8f,HYDRES02DEL01,32.0,4.8,17.41233,78.449654,17.42233,78.459654,2022-03-07,10:55,11:05,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,23,1.536906134034303,10.0,10,Morning,0,0
0xabda,RANCHIRES16DEL01,32.0,4.8,23.371292,85.327872,23.441292,85.397872,2022-04-06,17:45,18:00,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,44,10.564540523828974,15.0,17,Evening,2,0
